id,subject,term,meaning_ja,example_en,example_ja,source,status,used_at
482,CORP,written consent,書面決議(書面同意),The directors acted by written consent.,取締役らは書面決議により決定した。,,verified,
483,CORP,annual report,年次報告書,The annual report was distributed to shareholders.,年次報告書は株主に配布された。,,verified,
484,CORP,stated capital,法定資本,Stated capital cannot be distributed as dividends.,法定資本は配当として分配できない。,,verified,
485,CORP,company secretary,会社秘書役,The company secretary keeps the corporate records.,会社秘書役は会社の記録を保管する。,,verified,
486,CORP,independent director,独立取締役,Independent directors chair the key committees.,独立取締役が主要委員会の議長を務める。,,verified,
487,CORP,chairman of the board,取締役会議長,The chairman of the board sets the agenda.,取締役会議長が議題を設定する。,,verified,
488,CORP,executive officer,業務執行役員,Executive officers implement board decisions.,業務執行役員は取締役会の決定を実行する。,,verified,
489,CORP,non-executive director,非業務執行取締役,Non-executive directors provide oversight.,非業務執行取締役は監督機能を担う。,,verified,
490,CORP,conflict of interest,利益相反,The director disclosed a conflict of interest.,その取締役は利益相反を開示した。,,verified,
491,CORP,related party transaction,関連当事者取引,Related party transactions require board approval.,関連当事者取引には取締役会の承認が必要である。,,verified,
492,CORP,self-dealing,自己取引,Self-dealing violates the duty of loyalty.,自己取引は忠実義務に違反する。,,verified,
493,CORP,corporate opportunity doctrine,会社機会の法理,The corporate opportunity doctrine barred the director's purchase.,会社機会の法理により取締役の取得は禁じられた。,,verified,
494,CORP,ultra vires,権限踰越(ウルトラ・ヴィーレス),The act was challenged as ultra vires.,その行為は権限踰越として争われた。,,verified,
495,CORP,apparent authority,表見的権限(表見代理),The manager bound the company through apparent authority.,その管理職は表見的権限により会社を拘束した。,,verified,
496,CORP,indemnification of directors,役員補償,The bylaws provide for indemnification of directors.,付属定款は役員補償を定める。,,verified,
497,CORP,directors and officers insurance,会社役員賠償責任保険(D&O保険),The company maintains directors and officers insurance.,当社はD&O保険を維持している。,,verified,
498,CORP,corporate charter,会社設立準拠文書(チャーター),The corporate charter limits the board's powers.,チャーターは取締役会の権限を制限する。,,verified,
499,CORP,foreign corporation,州外法人(外国法人),A foreign corporation must register to do business.,州外法人は事業を行うために登録しなければならない。,,verified,
500,CORP,doing business as,商号(DBA・屋号),The company operates doing business as Sunrise Cafe.,その会社はサンライズ・カフェの商号で営業している。,,verified,
501,LIT,lawsuit,訴訟,The company faces a lawsuit over the defect.,当社はその欠陥をめぐる訴訟に直面している。,,verified,
502,LIT,litigation,訴訟(手続),Litigation lasted more than three years.,訴訟は3年以上続いた。,,verified,
503,LIT,plaintiff,原告,The plaintiff seeks two million dollars in damages.,原告は200万ドルの損害賠償を求めている。,,verified,
504,LIT,defendant,被告,The defendant denied all allegations.,被告はすべての主張を否認した。,,verified,
505,LIT,complaint,訴状,The complaint was filed in federal court.,訴状は連邦裁判所に提出された。,,verified,
506,LIT,answer,答弁書,The answer must be filed within 21 days.,答弁書は21日以内に提出しなければならない。,,verified,
507,LIT,counterclaim,反訴,The defendant asserted a counterclaim for payment.,被告は代金支払を求める反訴を提起した。,,verified,
508,LIT,cross-claim,交差請求(共同当事者間請求),One defendant filed a cross-claim against another.,一方の被告が他の被告に交差請求を行った。,,verified,
509,LIT,motion,申立て,The motion was heard on Friday.,その申立ては金曜日に審理された。,,verified,
510,LIT,motion to dismiss,却下申立て,The court denied the motion to dismiss.,裁判所は却下申立てを退けた。,,verified,
511,LIT,summary judgment,略式判決(サマリー・ジャッジメント),Summary judgment was granted for the defendant.,被告勝訴の略式判決が下された。,,verified,
512,LIT,discovery,証拠開示(ディスカバリー),Discovery produced thousands of documents.,証拠開示により数千の文書が提出された。,,verified,
513,LIT,deposition,証言録取(デポジション),The witness was questioned at a deposition.,その証人は証言録取で尋問された。,,verified,
514,LIT,interrogatories,質問書,The plaintiff served interrogatories on the defendant.,原告は被告に質問書を送達した。,,verified,
515,LIT,subpoena,召喚状(文書提出命令),A subpoena compelled production of the records.,召喚状により記録の提出が強制された。,,verified,
516,LIT,testimony,証言,Her testimony contradicted the documents.,彼女の証言は文書と矛盾した。,,verified,
517,LIT,witness,(法廷の)証人,The witness was sworn in before testifying.,証人は証言前に宣誓した。,,verified,
518,LIT,expert witness,専門家証人,An expert witness explained the industry standard.,専門家証人が業界標準を説明した。,,verified,
519,LIT,evidence,証拠,The evidence supported the plaintiff's claim.,証拠は原告の主張を裏付けた。,,verified,
520,LIT,documentary evidence,書証,Documentary evidence included the signed contract.,書証には署名済みの契約書が含まれた。,,verified,
521,LIT,hearsay,伝聞証拠,The statement was excluded as hearsay.,その供述は伝聞証拠として排除された。,,verified,
522,LIT,objection,異議,Counsel raised an objection to the question.,弁護人はその質問に異議を述べた。,,verified,
523,LIT,admissible,証拠能力のある,The recording was ruled admissible.,その録音は証拠能力があると判断された。,,verified,
524,LIT,burden of proof,立証責任,The burden of proof rests on the plaintiff.,立証責任は原告にある。,,verified,
525,LIT,preponderance of the evidence,証拠の優越,Civil cases require a preponderance of the evidence.,民事事件では証拠の優越が要求される。,,verified,
526,LIT,beyond a reasonable doubt,合理的疑いを超える(立証),Guilt must be proven beyond a reasonable doubt.,有罪は合理的疑いを超えて立証されなければならない。,,verified,
527,LIT,standard of proof,立証基準,The standard of proof differs in criminal cases.,刑事事件では立証基準が異なる。,,verified,
528,LIT,trial,公判(トライアル),The trial lasted two weeks.,公判は2週間続いた。,,verified,
529,LIT,bench trial,裁判官による裁判(非陪審),The parties agreed to a bench trial.,当事者らは非陪審裁判に合意した。,,verified,
530,LIT,jury,陪審,The jury deliberated for two days.,陪審は2日間評議した。,,verified,
531,LIT,jury trial,陪審裁判,The defendant demanded a jury trial.,被告は陪審裁判を要求した。,,verified,
532,LIT,verdict,評決,The jury returned a verdict for the plaintiff.,陪審は原告勝訴の評決を下した。,,verified,
533,LIT,judgment,判決,Judgment was entered against the defendant.,被告敗訴の判決が登録された。,,verified,
534,LIT,ruling,決定(裁定),The judge issued a ruling on the motion.,裁判官はその申立てについて決定を下した。,,verified,
535,LIT,court order,裁判所命令,The court order required immediate compliance.,裁判所命令は直ちに従うことを求めた。,,verified,
536,LIT,temporary restraining order,暫定的差止命令(TRO),A temporary restraining order was issued the same day.,暫定的差止命令が即日発令された。,,verified,
537,LIT,preliminary injunction,仮差止命令,The preliminary injunction remains until trial.,仮差止命令は公判まで存続する。,,verified,
538,LIT,permanent injunction,終局的差止命令,The court entered a permanent injunction.,裁判所は終局的差止命令を発した。,,verified,
539,LIT,appeal,上訴(控訴),The defendant filed an appeal within thirty days.,被告は30日以内に上訴した。,,verified,
540,LIT,appellant,上訴人,The appellant challenged the damages award.,上訴人は損害賠償の認容額を争った。,,verified,
541,LIT,appellee,被上訴人,The appellee defended the lower court's ruling.,被上訴人は原審の判断を擁護した。,,verified,
542,LIT,appellate court,上訴裁判所(控訴裁判所),The appellate court reversed the judgment.,上訴裁判所は判決を破棄した。,,verified,
543,LIT,supreme court,最高裁判所,The supreme court declined to hear the case.,最高裁判所は事件の受理を拒否した。,,verified,
544,LIT,district court,地方裁判所(連邦地裁),The case was tried in the district court.,その事件は地方裁判所で審理された。,,verified,
545,LIT,personal jurisdiction,対人管轄,The court lacked personal jurisdiction over the defendant.,裁判所は被告に対する対人管轄を欠いていた。,,verified,
546,LIT,subject matter jurisdiction,事物管轄,Federal courts have limited subject matter jurisdiction.,連邦裁判所の事物管轄は限定されている。,,verified,
547,LIT,statute of limitations,出訴期限(時効),The claim was barred by the statute of limitations.,その請求は出訴期限により遮断された。,,verified,
548,LIT,pleading,訴答書面,The pleadings define the issues in dispute.,訴答書面は争点を確定する。,,verified,
549,LIT,service of process,訴状の送達,Service of process was completed by a process server.,訴状の送達は送達人により完了した。,,verified,
550,LIT,summons,呼出状,The summons requires a response within 21 days.,呼出状は21日以内の応答を求める。,,verified,
551,LIT,default judgment,欠席判決,A default judgment was entered against the absent defendant.,欠席した被告に対して欠席判決が下された。,,verified,
552,LIT,dismissal with prejudice,再訴禁止の却下,Dismissal with prejudice bars refiling the claim.,再訴禁止の却下は再提訴を妨げる。,,verified,
553,LIT,dismissal without prejudice,再訴可能な却下,Dismissal without prejudice allows a new filing.,再訴可能な却下は新たな提訴を許す。,,verified,
554,LIT,class action,クラス・アクション(集団訴訟),The class action covered thousands of consumers.,その集団訴訟は数千人の消費者を対象とした。,,verified,
555,LIT,remand,差戻し,The case was remanded to the trial court.,事件は第一審裁判所に差し戻された。,,verified,
556,LIT,retrial,再審理,The appellate court ordered a retrial.,上訴裁判所は再審理を命じた。,,verified,
557,LIT,precedent,判例(先例),The decision set an important precedent.,その判決は重要な先例となった。,,verified,
558,LIT,stare decisis,先例拘束性の原則,Stare decisis promotes stability in the law.,先例拘束性の原則は法の安定性を促進する。,,verified,
559,LIT,case law,判例法,Case law interprets the statute narrowly.,判例法はその制定法を狭く解釈している。,,verified,
560,LIT,common law,コモン・ロー(判例法),Contract principles developed at common law.,契約法理はコモン・ローで発展した。,,verified,
561,LIT,civil law,大陸法(民事法),Japan follows a civil law tradition.,日本は大陸法の伝統に属する。,,verified,
562,LIT,statute,制定法,The statute codified the common law rule.,その制定法は判例法上の準則を成文化した。,,verified,
563,LIT,regulation,規則(行政規則),The agency issued a new regulation.,行政機関は新しい規則を公布した。,,verified,
564,LIT,ordinance,条例,The city passed a zoning ordinance.,市はゾーニング条例を制定した。,,verified,
565,LIT,code,法典,The commercial code governs sales.,商事法典が売買を規律する。,,verified,
566,LIT,repeal,(法律の)廃止,The legislature voted for the repeal of the act.,議会はその法律の廃止を可決した。,,verified,
567,LIT,provision,規定(条項),The provision applies to public companies only.,その規定は公開会社にのみ適用される。,,verified,
568,LIT,clause,条項,The clause was added during negotiations.,その条項は交渉中に追加された。,,verified,
569,LIT,article,条,Article 9 governs secured transactions.,第9条は担保付取引を規律する。,,verified,
570,LIT,section,条項(セクション),Section 2 defines the key terms.,第2条は主要な用語を定義する。,,verified,
571,LIT,paragraph,項(パラグラフ),The paragraph was renumbered in the amendment.,その項は改正で番号が振り直された。,,verified,
572,LIT,holding,判決理由(ホールディング),The holding of the case is narrow.,その判決の射程は狭い。,,verified,
573,LIT,dictum,傍論,The comment was dictum and not binding.,その説示は傍論であり拘束力を持たない。,,verified,
574,LIT,majority opinion,多数意見,The majority opinion was written by the chief justice.,多数意見は長官が執筆した。,,verified,
575,LIT,dissenting opinion,反対意見,Two justices joined the dissenting opinion.,2名の裁判官が反対意見に加わった。,,verified,
576,LIT,concurring opinion,補足意見(同調意見),The concurring opinion offered different reasoning.,補足意見は異なる理由づけを示した。,,verified,
577,LIT,docket,事件記録(ドケット),The case was added to the court's docket.,事件は裁判所のドケットに登載された。,,verified,
578,LIT,brief,準備書面(ブリーフ),The brief was filed before oral argument.,準備書面は口頭弁論前に提出された。,,verified,
579,LIT,oral argument,口頭弁論,Each side had thirty minutes for oral argument.,各当事者に30分の口頭弁論時間が与えられた。,,verified,
580,LIT,cross-examination,反対尋問,Cross-examination weakened the witness's account.,反対尋問により証人の供述は弱められた。,,verified,
581,LIT,direct examination,主尋問,Direct examination established the timeline.,主尋問により時系列が立証された。,,verified,
582,LIT,perjury,偽証,The witness was charged with perjury.,その証人は偽証罪で訴追された。,,verified,
583,LIT,contempt of court,法廷侮辱,He was held in contempt of court.,彼は法廷侮辱と認定された。,,verified,
584,LIT,sanction,制裁,The court imposed sanctions for discovery abuse.,裁判所は証拠開示の濫用に制裁を科した。,,verified,
585,LIT,attorney,弁護士,The attorney advised against settlement.,弁護士は和解しないよう助言した。,,verified,
586,LIT,counsel,弁護人(法律顧問),Counsel for both parties met with the judge.,両当事者の弁護人が裁判官と面談した。,,verified,
587,LIT,in-house counsel,社内弁護士,In-house counsel reviewed the contract first.,社内弁護士がまず契約書を確認した。,,verified,
588,LIT,outside counsel,社外弁護士,Outside counsel was retained for the litigation.,訴訟のために社外弁護士が起用された。,,verified,
589,LIT,paralegal,パラリーガル,The paralegal organized the exhibits for trial.,パラリーガルが公判用の証拠を整理した。,,verified,
590,LIT,bar exam,司法試験(バー・イグザム),She passed the bar exam on her first attempt.,彼女は司法試験に一度で合格した。,,verified,
591,LIT,bar association,弁護士会,The bar association disciplines its members.,弁護士会は会員を懲戒する。,,verified,
592,LIT,attorney-client privilege,弁護士依頼者間秘匿特権,The memo is protected by attorney-client privilege.,そのメモは弁護士依頼者間秘匿特権で保護される。,,verified,
593,LIT,work product doctrine,ワーク・プロダクトの法理,The notes were shielded by the work product doctrine.,そのメモはワーク・プロダクトの法理で保護された。,,verified,
594,LIT,retainer,着手金(顧問料),The firm required a retainer of ten thousand dollars.,その事務所は1万ドルの着手金を求めた。,,verified,
595,LIT,contingency fee,成功報酬,The case was taken on a contingency fee basis.,その事件は成功報酬制で受任された。,,verified,
596,LIT,litigation hold,訴訟ホールド(証拠保全指示),A litigation hold preserved the emails.,訴訟ホールドにより電子メールが保全された。,,verified,
597,LIT,e-discovery,電子証拠開示,E-discovery covered the company's servers.,電子証拠開示は会社のサーバーに及んだ。,,verified,
598,LIT,protective order,秘密保持命令,A protective order limited access to trade secrets.,秘密保持命令が営業秘密へのアクセスを制限した。,,verified,
599,LIT,standing,原告適格,The plaintiff lacked standing to sue.,原告は原告適格を欠いていた。,,verified,
600,LIT,res judicata,既判力,Res judicata barred the second lawsuit.,既判力により再度の訴訟は遮断された。,,verified,
601,LIT,collateral estoppel,争点効,Collateral estoppel prevented relitigating the issue.,争点効によりその争点の再審理は妨げられた。,,verified,
602,LIT,mootness,ムートネス(訴えの利益の消滅),The appeal was dismissed for mootness.,訴えの利益の消滅により上訴は却下された。,,verified,
603,LIT,writ,令状,The court issued a writ to enforce the order.,裁判所は命令執行のため令状を発した。,,verified,
604,LIT,certiorari,裁量上訴受理(サーシオレアライ),The petition for certiorari was denied.,裁量上訴受理の申立ては却下された。,,verified,
605,LIT,arbitrator,仲裁人,The arbitrator heard both parties' evidence.,仲裁人は両当事者の証拠を審理した。,,verified,
606,LIT,arbitral award,仲裁判断,The arbitral award was enforced by the court.,仲裁判断は裁判所により執行された。,,verified,
607,LIT,arbitration clause,仲裁条項,The arbitration clause designates Singapore as the seat.,仲裁条項はシンガポールを仲裁地と定める。,,verified,
608,LIT,mediator,調停人,The mediator proposed a compromise.,調停人は妥協案を提示した。,,verified,
609,LIT,amicable settlement,友好的解決(示談),The parties reached an amicable settlement.,当事者らは友好的解決に達した。,,verified,
610,LIT,out-of-court settlement,裁判外の和解,An out-of-court settlement avoided trial.,裁判外の和解により公判は回避された。,,verified,
611,LIT,alternative dispute resolution,裁判外紛争解決(ADR),Alternative dispute resolution saves time and cost.,ADRは時間と費用を節約する。,,verified,
612,LIT,small claims court,少額裁判所,The dispute was filed in small claims court.,その紛争は少額裁判所に提訴された。,,verified,
613,LIT,filing fee,提訴手数料,The filing fee was four hundred dollars.,提訴手数料は400ドルだった。,,verified,
614,LIT,court reporter,法廷速記官,The court reporter transcribed the testimony.,法廷速記官が証言を記録した。,,verified,
615,LIT,transcript,(公判)記録(反訳書),The transcript was cited in the appeal.,反訳書が上訴で引用された。,,verified,
616,LIT,admissibility,証拠能力,The admissibility of the email was disputed.,その電子メールの証拠能力が争われた。,,verified,
617,LIT,relevance,関連性,The court excluded the document for lack of relevance.,裁判所は関連性の欠如を理由に文書を排除した。,,verified,
618,LIT,privilege,秘匿特権,The client asserted privilege over the letters.,依頼者はその書簡について秘匿特権を主張した。,,verified,
619,LIT,immunity,免責(免除),The state claimed sovereign immunity.,州は主権免除を主張した。,,verified,
620,LIT,judgment creditor,判決債権者,The judgment creditor sought to collect the award.,判決債権者は認容額の回収を図った。,,verified,
621,LIT,judgment debtor,判決債務者,The judgment debtor failed to pay.,判決債務者は支払を怠った。,,verified,
622,LIT,enforcement of judgment,判決の執行,Enforcement of judgment required locating assets.,判決の執行には資産の特定が必要だった。,,verified,
623,LIT,garnishment,債権差押え,Garnishment reached the debtor's bank account.,債権差押えは債務者の銀行口座に及んだ。,,verified,
624,LIT,attachment,(財産の)仮差押え,The court granted attachment of the assets.,裁判所は資産の仮差押えを認めた。,,verified,
625,LIT,levy,差押え(執行),The sheriff made a levy on the equipment.,執行官は設備を差し押さえた。,,verified,
626,LIT,notice of appeal,上訴通知,The notice of appeal was filed on time.,上訴通知は期限内に提出された。,,verified,
627,LIT,affidavit,宣誓供述書,The affidavit was signed before a notary.,宣誓供述書は公証人の面前で署名された。,,verified,
628,LIT,declaration,陳述書,The declaration supported the motion.,陳述書がその申立てを裏付けた。,,verified,
629,LIT,stipulation,(当事者間の)合意(スティピュレーション),The parties filed a stipulation of facts.,当事者らは事実に関する合意書を提出した。,,verified,
630,LIT,pro se,本人訴訟(の),The plaintiff appeared pro se.,原告は本人訴訟で出廷した。,,verified,
631,CRIM,crime,犯罪,The act constitutes a crime under state law.,その行為は州法上の犯罪を構成する。,,verified,
632,CRIM,criminal law,刑法,Criminal law defines offenses and punishments.,刑法は犯罪と刑罰を定める。,,verified,
633,CRIM,felony,重罪,The charge was elevated to a felony.,その訴因は重罪に引き上げられた。,,verified,
634,CRIM,misdemeanor,軽罪,A misdemeanor carries a lighter sentence.,軽罪の刑はより軽い。,,verified,
635,CRIM,offense,犯罪(違反),It was his first offense.,それは彼の初犯だった。,,verified,
636,CRIM,suspect,被疑者,The suspect was questioned by the police.,被疑者は警察の取調べを受けた。,,verified,
637,CRIM,the accused,被告人,The accused has the right to counsel.,被告人は弁護人選任権を有する。,,verified,
638,CRIM,arrest,逮捕,The arrest was made without incident.,逮捕は混乱なく行われた。,,verified,
639,CRIM,arrest warrant,逮捕状,The judge signed the arrest warrant.,裁判官は逮捕状に署名した。,,verified,
640,CRIM,search warrant,捜索令状,The search warrant covered the office premises.,捜索令状は事務所の敷地を対象とした。,,verified,
641,CRIM,probable cause,相当な理由,Probable cause is required for an arrest.,逮捕には相当な理由が必要である。,,verified,
642,CRIM,Miranda rights,ミランダ権利(黙秘権等の告知),The officer read the suspect his Miranda rights.,警察官は被疑者にミランダ権利を告知した。,,verified,
643,CRIM,interrogation,取調べ,The interrogation was recorded on video.,取調べはビデオに記録された。,,verified,
644,CRIM,custody,身柄拘束,The suspect remained in custody overnight.,被疑者は一晩身柄を拘束された。,,verified,
645,CRIM,detention,勾留(留置),The detention was reviewed by a judge.,勾留は裁判官の審査を受けた。,,verified,
646,CRIM,bail,保釈(保釈金),Bail was set at fifty thousand dollars.,保釈金は5万ドルと定められた。,,verified,
647,CRIM,indictment,起訴(大陪審起訴),The grand jury returned an indictment.,大陪審は起訴を決定した。,,verified,
648,CRIM,arraignment,罪状認否,The defendant pleaded not guilty at the arraignment.,被告人は罪状認否で無罪を主張した。,,verified,
649,CRIM,plea,答弁(認否),The court accepted the plea.,裁判所はその答弁を受理した。,,verified,
650,CRIM,guilty plea,有罪答弁,A guilty plea waives the right to trial.,有罪答弁により公判を受ける権利は放棄される。,,verified,
651,CRIM,plea bargain,司法取引,The plea bargain reduced the charge.,司法取引により訴因は軽減された。,,verified,
652,CRIM,prosecution,訴追(検察側),The prosecution presented its case first.,検察側が先に立証を行った。,,verified,
653,CRIM,prosecutor,検察官,The prosecutor recommended a five-year sentence.,検察官は5年の刑を求刑した。,,verified,
654,CRIM,defense counsel,弁護人,Defense counsel challenged the evidence.,弁護人は証拠を争った。,,verified,
655,CRIM,public defender,公選弁護人,A public defender was appointed for the accused.,被告人に公選弁護人が選任された。,,verified,
656,CRIM,conviction,有罪判決,The conviction was upheld on appeal.,有罪判決は上訴審で維持された。,,verified,
657,CRIM,acquittal,無罪判決,The jury's verdict resulted in an acquittal.,陪審の評決により無罪となった。,,verified,
658,CRIM,sentence,刑の宣告(量刑),The sentence was ten years' imprisonment.,言い渡された刑は拘禁10年だった。,,verified,
659,CRIM,sentencing,量刑手続,Sentencing was scheduled for next month.,量刑手続は来月に予定された。,,verified,
660,CRIM,imprisonment,拘禁刑,The offense carries up to five years' imprisonment.,その犯罪の法定刑は5年以下の拘禁刑である。,,verified,
661,CRIM,fine,罰金,The court imposed a fine of ten thousand dollars.,裁判所は1万ドルの罰金を科した。,,verified,
662,CRIM,probation,保護観察,He was placed on probation for two years.,彼は2年間の保護観察に付された。,,verified,
663,CRIM,parole,仮釈放,Parole was granted after eight years.,8年の服役後に仮釈放が認められた。,,verified,
664,CRIM,community service,社会奉仕活動,The sentence included community service.,判決には社会奉仕活動が含まれた。,,verified,
665,CRIM,criminal record,犯罪歴(前科),The applicant has no criminal record.,その応募者に犯罪歴はない。,,verified,
666,CRIM,juvenile,少年(未成年者),Juvenile cases are heard in a separate court.,少年事件は別の裁判所で審理される。,,verified,
667,CRIM,mens rea,犯意(メンズ・レア),Mens rea is the mental element of a crime.,犯意は犯罪の主観的要素である。,,verified,
668,CRIM,actus reus,犯罪行為(アクトゥス・レウス),Actus reus is the physical element of a crime.,アクトゥス・レウスは犯罪の客観的要素である。,,verified,
669,CRIM,intent,故意,The prosecution must prove intent.,検察側は故意を立証しなければならない。,,verified,
670,CRIM,recklessness,未必の故意(無謀),Recklessness suffices for some offenses.,一部の犯罪では未必の故意で足りる。,,verified,
671,CRIM,criminal negligence,刑事過失,The driver was charged with criminal negligence.,その運転者は刑事過失で訴追された。,,verified,
672,CRIM,self-defense,正当防衛,The accused claimed self-defense.,被告人は正当防衛を主張した。,,verified,
673,CRIM,alibi,アリバイ,The alibi was confirmed by security footage.,アリバイは防犯映像で確認された。,,verified,
674,CRIM,accomplice,共犯者,The accomplice testified against the defendant.,共犯者は被告人に不利な証言をした。,,verified,
675,CRIM,conspiracy,共謀,They were charged with conspiracy to commit fraud.,彼らは詐欺の共謀で訴追された。,,verified,
676,CRIM,attempt,未遂,Attempt is punishable even without completion.,未遂は既遂に至らなくても処罰される。,,verified,
677,CRIM,embezzlement,横領(業務上横領),The treasurer was convicted of embezzlement.,その会計係は横領で有罪となった。,,verified,
678,CRIM,money laundering,マネー・ロンダリング(資金洗浄),The funds were traced in a money laundering investigation.,資金洗浄の捜査で資金の流れが追跡された。,,verified,
679,CRIM,bribery,贈収賄,The official was arrested for bribery.,その公務員は収賄で逮捕された。,,verified,
680,CRIM,extortion,恐喝,The threats amounted to extortion.,その脅迫は恐喝にあたった。,,verified,
681,GEN,rule of law,法の支配,The rule of law limits arbitrary power.,法の支配は恣意的な権力を制約する。,,verified,
682,GEN,due process,適正手続(デュー・プロセス),Due process guarantees a fair hearing.,適正手続は公正な審理を保障する。,,verified,
683,GEN,presumption of innocence,無罪推定,The presumption of innocence protects the accused.,無罪推定は被告人を保護する。,,verified,
684,GEN,double jeopardy,二重の危険の禁止,Double jeopardy bars a second prosecution.,二重の危険の禁止は再度の訴追を妨げる。,,verified,
685,GEN,equity,衡平法(エクイティ),Equity developed alongside the common law.,衡平法はコモン・ローと並行して発展した。,,verified,
686,GEN,estoppel,禁反言,Estoppel prevented the party from denying its statement.,禁反言によりその当事者は自らの言明を否定できなかった。,,verified,
687,GEN,sovereignty,主権,Sovereignty belongs to the people.,主権は国民に属する。,,verified,
688,GEN,treaty,条約,The treaty was signed by forty nations.,その条約は40か国により署名された。,,verified,
689,GEN,ratification,批准(追認),Ratification by the legislature followed the signing.,署名の後に議会による批准が行われた。,,verified,
690,GEN,legislation,立法(法令),New legislation regulates data privacy.,新しい法令がデータ・プライバシーを規制する。,,verified,
691,GEN,judiciary,司法(府),The judiciary is independent of the executive.,司法府は行政府から独立している。,,verified,
692,GEN,legislature,立法府,The legislature enacted the reform bill.,立法府は改革法案を制定した。,,verified,
693,GEN,executive branch,行政府,The executive branch enforces the laws.,行政府は法律を執行する。,,verified,
694,GEN,constitutional law,憲法,Constitutional law protects fundamental rights.,憲法は基本的権利を保護する。,,verified,
695,GEN,human rights,人権,The treaty protects basic human rights.,その条約は基本的人権を保護する。,,verified,
696,GEN,ad hoc,アド・ホック(特別の),An ad hoc committee was formed for the issue.,その問題のために特別委員会が設置された。,,verified,
697,GEN,de facto,事実上の,He was the de facto manager of the business.,彼はその事業の事実上の経営者だった。,,verified,
698,GEN,de jure,法律上の,The de jure owner differs from the actual user.,法律上の所有者は実際の利用者と異なる。,,verified,
699,GEN,de novo,覆審(新規に),The appellate court reviewed the issue de novo.,上訴裁判所はその争点を覆審的に審査した。,,verified,
700,GEN,ex parte,一方当事者のみの,The judge granted an ex parte order.,裁判官は一方当事者のみの申立てによる命令を発した。,,verified,
701,GEN,in camera,非公開で(裁判官室で),The judge reviewed the documents in camera.,裁判官は文書を非公開で検討した。,,verified,
702,GEN,amicus curiae,法廷助言者(アミカス・キュリエ),An amicus curiae brief was filed by the association.,その団体が法廷助言者としての意見書を提出した。,,verified,
703,GEN,habeas corpus,人身保護令状,The prisoner petitioned for habeas corpus.,その被収容者は人身保護令状を申し立てた。,,verified,
704,GEN,quid pro quo,対価(見返り),The bribe was a quid pro quo for the contract.,その賄賂は契約の見返りだった。,,verified,
705,GEN,caveat emptor,買主注意せよ(の原則),Caveat emptor applies to as-is sales.,現状有姿の売買には買主注意の原則が適用される。,,verified,
706,GEN,res ipsa loquitur,事実推定則(事実自体が語る),Res ipsa loquitur shifted the burden to the defendant.,事実推定則により立証の負担は被告に移った。,,verified,
707,GEN,pari passu,同順位で(パリ・パス),The bonds rank pari passu with other senior debt.,その社債は他の優先債務と同順位である。,,verified,
708,GEN,in rem,対物的な,The court exercised in rem jurisdiction over the vessel.,裁判所はその船舶に対して対物管轄を行使した。,,verified,
709,GEN,in personam,対人的な,An in personam judgment binds the defendant personally.,対人判決は被告個人を拘束する。,,verified,
710,GEN,inter alia,とりわけ(特に),The contract covers inter alia delivery and payment.,契約はとりわけ引渡しと支払を定める。,,verified,
711,IP,intellectual property,知的財産,Intellectual property is the company's main asset.,知的財産は当社の主要な資産である。,,verified,
712,IP,patent,特許,The patent covers the manufacturing process.,その特許は製造方法を対象とする。,,verified,
713,IP,patent application,特許出願,The patent application was filed last year.,特許出願は昨年行われた。,,verified,
714,IP,patent infringement,特許権侵害,The court found patent infringement.,裁判所は特許権侵害を認定した。,,verified,
715,IP,prior art,先行技術,The prior art invalidated the claim.,先行技術によりその請求項は無効とされた。,,verified,
716,IP,claims,(特許の)請求項(クレーム),The claims define the scope of the patent.,請求項は特許の範囲を画定する。,,verified,
717,IP,specification,明細書,The specification describes the invention in detail.,明細書は発明を詳細に記載する。,,verified,
718,IP,patentee,特許権者,The patentee licensed the technology.,特許権者はその技術をライセンスした。,,verified,
719,IP,utility patent,実用特許,A utility patent protects functional inventions.,実用特許は機能的な発明を保護する。,,verified,
720,IP,design patent,意匠特許,The design patent covers the product's appearance.,意匠特許は製品の外観を保護する。,,verified,
721,IP,trademark,商標,The trademark distinguishes the goods.,商標は商品を識別する。,,verified,
722,IP,service mark,役務商標(サービス・マーク),The service mark identifies the consulting business.,その役務商標はコンサルティング業を識別する。,,verified,
723,IP,trade name,商号,The trade name is registered with the state.,商号は州に登録されている。,,verified,
724,IP,trade dress,トレード・ドレス(商品外観),The packaging is protected as trade dress.,その包装はトレード・ドレスとして保護される。,,verified,
725,IP,trademark registration,商標登録,Trademark registration strengthens enforcement.,商標登録は権利行使を強化する。,,verified,
726,IP,trademark infringement,商標権侵害,The similar logo constituted trademark infringement.,類似のロゴは商標権侵害を構成した。,,verified,
727,IP,dilution,(著名商標の)希釈化,Dilution weakens a famous mark's distinctiveness.,希釈化は著名商標の識別力を弱める。,,verified,
728,IP,copyright,著作権,Copyright arises automatically upon creation.,著作権は創作と同時に自動的に発生する。,,verified,
729,IP,copyright infringement,著作権侵害,Unauthorized copying is copyright infringement.,無断複製は著作権侵害である。,,verified,
730,IP,fair use,フェア・ユース(公正利用),The quotation qualified as fair use.,その引用はフェア・ユースに該当した。,,verified,
731,IP,derivative work,二次的著作物,The translation is a derivative work.,翻訳は二次的著作物である。,,verified,
