id,subject,term,meaning_ja,example_en,example_ja,source,status,used_at
487,BAR,free cash flow,フリー・キャッシュ・フロー,Free cash flow is available to investors.,フリー・キャッシュ・フローは投資家に帰属する。,,verified,
488,BAR,terminal value,継続価値(ターミナル・バリュー),Terminal value captures cash flows beyond the forecast.,継続価値は予測期間後のキャッシュ・フローを表す。,,verified,
489,BAR,hurdle rate,ハードル・レート(最低要求収益率),Projects below the hurdle rate are rejected.,ハードル・レートを下回るプロジェクトは棄却される。,,verified,
490,BAR,profitability index,収益性指数,The profitability index ranks competing projects.,収益性指数は競合するプロジェクトを順位づける。,,verified,
491,BAR,opportunity cost,機会費用,Opportunity cost is the benefit of the next best alternative.,機会費用は次善の選択肢から得られたはずの便益である。,,verified,
492,BAR,sunk cost,埋没原価,Sunk costs are irrelevant to future decisions.,埋没原価は将来の意思決定に無関連である。,,verified,
493,BAR,relevant cost,関連原価,Only relevant costs affect the decision.,意思決定に影響するのは関連原価のみである。,,verified,
494,BAR,incremental cost,増分原価,The incremental cost of the order was low.,その注文の増分原価は低かった。,,verified,
495,BAR,avoidable cost,回避可能原価,Avoidable costs disappear if the segment is dropped.,回避可能原価は事業部門の廃止により消滅する。,,verified,
496,BAR,make-or-buy decision,自製か購入かの意思決定,The make-or-buy decision compared internal and external costs.,自製か購入かの意思決定では内外の原価が比較された。,,verified,
497,BAR,transfer pricing,振替価格,Transfer pricing affects divisional profits.,振替価格は事業部利益に影響する。,,verified,
498,BAR,target costing,原価企画(目標原価計算),Target costing starts from the market price.,原価企画は市場価格から出発する。,,verified,
499,BAR,residual income,残余利益,Residual income deducts a capital charge from profit.,残余利益は利益から資本コスト相当額を控除する。,,verified,
500,BAR,economic value added,経済的付加価値(EVA),Economic value added measures value creation.,EVAは価値創造を測定する。,,verified,
501,BAR,horizontal analysis,趨勢分析(水平分析),Horizontal analysis compares amounts across years.,水平分析は金額を年度間で比較する。,,verified,
502,BAR,vertical analysis,構成比分析(垂直分析),Vertical analysis expresses items as percentages of sales.,垂直分析は各項目を売上高に対する比率で表す。,,verified,
503,BAR,common-size financial statements,百分率財務諸表,Common-size statements aid comparison between firms.,百分率財務諸表は企業間比較に役立つ。,,verified,
504,BAR,ratio analysis,財務比率分析,Ratio analysis summarizes financial performance.,財務比率分析は財務業績を要約する。,,verified,
505,BAR,key performance indicator,重要業績評価指標(KPI),Each division reports its key performance indicators.,各事業部は重要業績評価指標を報告する。,,verified,
506,BAR,value chain,価値連鎖(バリュー・チェーン),The value chain covers design through customer service.,バリュー・チェーンは設計から顧客サービスまでを含む。,,verified,
507,BAR,just-in-time,ジャスト・イン・タイム,Just-in-time reduces inventory levels.,ジャスト・イン・タイムは在庫水準を削減する。,,verified,
508,BAR,total quality management,総合的品質管理,Total quality management focuses on continuous improvement.,総合的品質管理は継続的改善に焦点を当てる。,,verified,
509,BAR,corporate governance,コーポレート・ガバナンス,Strong corporate governance protects shareholders.,健全なコーポレート・ガバナンスは株主を保護する。,,verified,
510,BAR,board of directors,取締役会,The board of directors approved the budget.,取締役会は予算を承認した。,,verified,
511,ISC,information systems,情報システム,Information systems support financial reporting.,情報システムは財務報告を支える。,,verified,
512,ISC,internal control over financial reporting,財務報告に係る内部統制,Management assesses internal control over financial reporting.,経営者は財務報告に係る内部統制を評価する。,,verified,
513,ISC,COSO framework,COSOフレームワーク,The COSO framework has five components.,COSOフレームワークは5つの構成要素からなる。,,verified,
514,ISC,enterprise risk management,全社的リスク管理(ERM),Enterprise risk management addresses risks across the organization.,ERMは組織全体のリスクを扱う。,,verified,
515,ISC,access control,アクセス制御,Access controls restrict who can view the data.,アクセス制御はデータを閲覧できる者を制限する。,,verified,
516,ISC,encryption,暗号化,Sensitive data is protected by encryption.,機密データは暗号化により保護される。,,verified,
517,ISC,firewall,ファイアウォール,The firewall blocks unauthorized network traffic.,ファイアウォールは不正な通信を遮断する。,,verified,
518,ISC,authentication,認証,Authentication verifies the user's identity.,認証は利用者の身元を確認する。,,verified,
519,ISC,authorization,(システムの)権限付与,Authorization determines what each user can do.,権限付与は各利用者ができる操作を決める。,,verified,
520,ISC,backup,バックアップ,Backups are performed every night.,バックアップは毎晩実行される。,,verified,
521,ISC,disaster recovery plan,災害復旧計画,The disaster recovery plan was tested last quarter.,災害復旧計画は前四半期にテストされた。,,verified,
522,ISC,business continuity plan,事業継続計画(BCP),The business continuity plan keeps operations running.,事業継続計画は業務の継続を確保する。,,verified,
523,ISC,data integrity,データ完全性,Validation checks protect data integrity.,検証チェックはデータ完全性を守る。,,verified,
524,ISC,confidentiality,機密性,Confidentiality prevents unauthorized disclosure.,機密性は不正な開示を防止する。,,verified,
525,ISC,availability,可用性,Availability ensures systems are accessible when needed.,可用性は必要時にシステムを利用できることを保証する。,,verified,
526,ISC,change management,変更管理,Program changes follow the change management process.,プログラムの変更は変更管理プロセスに従う。,,verified,
527,ISC,IT general controls,IT全般統制,IT general controls support application controls.,IT全般統制は業務処理統制を支える。,,verified,
528,ISC,application controls,業務処理統制(アプリケーション統制),Application controls check individual transactions.,業務処理統制は個々の取引をチェックする。,,verified,
529,ISC,cybersecurity,サイバーセキュリティ,Cybersecurity protects systems from attacks.,サイバーセキュリティは攻撃からシステムを守る。,,verified,
530,ISC,phishing,フィッシング,Employees were trained to recognize phishing emails.,従業員はフィッシング・メールを見分ける訓練を受けた。,,verified,
531,ISC,audit trail,監査証跡,The audit trail records every change to the data.,監査証跡はデータへのすべての変更を記録する。,,verified,
532,ISC,System and Organization Controls (SOC) report,SOC報告書,The service provider issued a SOC report.,サービス提供者はSOC報告書を発行した。,,verified,
533,ISC,logical access,論理的アクセス,Logical access is controlled with user IDs.,論理的アクセスはユーザーIDで管理される。,,verified,
534,ISC,physical access controls,物理的アクセス管理,Physical access controls protect the data center.,物理的アクセス管理はデータセンターを保護する。,,verified,
535,ISC,multi-factor authentication,多要素認証,Multi-factor authentication adds a second verification step.,多要素認証は第二の確認手順を追加する。,,verified,
536,ISC,password policy,パスワード・ポリシー,The password policy requires regular updates.,パスワード・ポリシーは定期的な更新を求める。,,verified,
537,ISC,privileged access,特権アクセス,Privileged access is limited to administrators.,特権アクセスは管理者に限定される。,,verified,
538,ISC,patch management,パッチ管理,Patch management fixes known vulnerabilities.,パッチ管理は既知の脆弱性を修正する。,,verified,
539,ISC,vulnerability assessment,脆弱性評価,A vulnerability assessment was performed on the network.,ネットワークの脆弱性評価が実施された。,,verified,
540,ISC,penetration testing,ペネトレーション・テスト(侵入テスト),Penetration testing simulates real attacks.,侵入テストは実際の攻撃を模擬する。,,verified,
541,ISC,intrusion detection system,侵入検知システム,The intrusion detection system flagged unusual activity.,侵入検知システムが異常な動きを検知した。,,verified,
542,ISC,malware,マルウェア,Malware was found on the workstation.,その端末でマルウェアが発見された。,,verified,
543,ISC,ransomware,ランサムウェア,Ransomware encrypts files and demands payment.,ランサムウェアはファイルを暗号化し支払を要求する。,,verified,
544,ISC,social engineering,ソーシャル・エンジニアリング,Social engineering exploits human trust.,ソーシャル・エンジニアリングは人の信頼につけ込む。,,verified,
545,ISC,denial-of-service attack,サービス妨害攻撃(DoS攻撃),The denial-of-service attack overwhelmed the server.,DoS攻撃によりサーバーが過負荷になった。,,verified,
546,ISC,data breach,データ漏えい,The data breach exposed customer records.,データ漏えいにより顧客記録が流出した。,,verified,
547,ISC,incident response,インシデント対応,The incident response plan assigns clear roles.,インシデント対応計画は明確な役割を定める。,,verified,
548,ISC,cloud computing,クラウド・コンピューティング,The company moved its systems to cloud computing.,当社はシステムをクラウドに移行した。,,verified,
549,ISC,software as a service (SaaS),SaaS(サービスとしてのソフトウェア),The accounting system is provided as SaaS.,その会計システムはSaaSとして提供されている。,,verified,
550,ISC,outsourcing,外部委託,Payroll processing was outsourced to a vendor.,給与計算は外部業者に委託された。,,verified,
551,ISC,service organization,受託会社,The service organization processes transactions for clients.,受託会社は顧客のために取引を処理する。,,verified,
552,ISC,batch processing,バッチ処理,Payroll runs use batch processing.,給与計算はバッチ処理で実行される。,,verified,
553,ISC,real-time processing,リアルタイム処理,Online sales use real-time processing.,オンライン販売はリアルタイム処理を用いる。,,verified,
554,ISC,database management system,データベース管理システム,The database management system stores transaction data.,データベース管理システムは取引データを保存する。,,verified,
555,ISC,data warehouse,データウェアハウス,The data warehouse supports management reporting.,データウェアハウスは経営報告を支える。,,verified,
556,ISC,data analytics,データ分析,Data analytics identified unusual journal entries.,データ分析により異常な仕訳が特定された。,,verified,
557,ISC,artificial intelligence,人工知能(AI),Artificial intelligence assists with document review.,AIは文書レビューを支援する。,,verified,
558,ISC,robotic process automation (RPA),RPA(ロボティック・プロセス・オートメーション),RPA automates repetitive tasks.,RPAは反復作業を自動化する。,,verified,
559,ISC,blockchain,ブロックチェーン,Blockchain creates a shared transaction record.,ブロックチェーンは共有された取引記録を作る。,,verified,
560,ISC,electronic data interchange (EDI),電子データ交換(EDI),Orders are exchanged with suppliers through EDI.,注文はEDIを通じて仕入先とやり取りされる。,,verified,
561,TCP,tax planning,タックス・プランニング(税務計画),Tax planning arranges affairs to reduce taxes legally.,タックス・プランニングは適法に税負担を軽減するよう物事を整える。,,verified,
562,TCP,gift tax exclusion,贈与税の年間非課税枠,Gifts within the annual exclusion are not taxed.,年間非課税枠内の贈与には課税されない。,,verified,
563,TCP,qualified retirement plan,適格退職年金制度,Contributions to a qualified retirement plan are deductible.,適格退職年金制度への拠出は控除できる。,,verified,
564,TCP,individual retirement account (IRA),個人退職勘定(IRA),The taxpayer contributed to an IRA.,納税者はIRAに拠出した。,,verified,
565,TCP,traditional IRA,伝統的IRA(税引前拠出型),Traditional IRA contributions may be deductible.,伝統的IRAへの拠出は控除できる場合がある。,,verified,
566,TCP,Roth IRA,ロスIRA(税引後拠出型),Qualified Roth IRA withdrawals are tax-free.,ロスIRAからの適格な引出しは非課税である。,,verified,
567,TCP,rollover,(退職資金の)移管(ロールオーバー),The funds were moved by a direct rollover.,資金は直接ロールオーバーにより移管された。,,verified,
568,TCP,required minimum distribution,最低引出義務額(RMD),Required minimum distributions begin at the specified age.,最低引出義務額の引出しは所定の年齢から始まる。,,verified,
569,TCP,deferred compensation,繰延報酬,Deferred compensation is taxed when received.,繰延報酬は受領時に課税される。,,verified,
570,TCP,stock option,ストック・オプション,The employee exercised the stock options.,その従業員はストック・オプションを行使した。,,verified,
571,TCP,charitable contribution,慈善寄付,The charitable contribution was made in December.,慈善寄付は12月に行われた。,,verified,
572,TCP,tax-exempt organization,非課税団体,The charity qualifies as a tax-exempt organization.,その慈善団体は非課税団体に該当する。,,verified,
573,TCP,estimated tax payments,予定納税額の納付,Estimated tax payments are made quarterly.,予定納税は四半期ごとに納付される。,,verified,
574,TCP,passive income,受動的所得,Passive income includes rental earnings.,受動的所得には賃貸収入が含まれる。,,verified,
575,TCP,ordinary income,通常所得,Wages are taxed as ordinary income.,給与は通常所得として課税される。,,verified,
576,TCP,tax bracket,税率区分,The bonus pushed the taxpayer into a higher tax bracket.,賞与により納税者はより高い税率区分に入った。,,verified,
577,TCP,marginal tax rate,限界税率,The marginal tax rate applies to the next dollar earned.,限界税率は追加的な所得に適用される。,,verified,
578,TCP,effective tax rate,実効税率,The effective tax rate is total tax divided by income.,実効税率は税額合計を所得で割ったものである。,,verified,
579,TCP,gross estate,総遺産,The gross estate includes all property owned at death.,総遺産には死亡時に保有していたすべての財産が含まれる。,,verified,
580,TCP,taxable estate,課税遺産,The taxable estate is the gross estate less deductions.,課税遺産は総遺産から控除を差し引いた額である。,,verified,
581,TCP,unified credit,統一移転税額控除,The unified credit offsets estate and gift taxes.,統一移転税額控除は遺産税と贈与税を相殺する。,,verified,
582,TCP,marital deduction,配偶者控除(遺産・贈与税),The marital deduction allows unlimited transfers to a spouse.,配偶者控除により配偶者への移転は無制限に控除される。,,verified,
583,TCP,generation-skipping transfer tax,世代飛越移転税,The generation-skipping transfer tax applies to gifts to grandchildren.,世代飛越移転税は孫への贈与などに適用される。,,verified,
584,TCP,grantor,(信託の)委託者,The grantor transferred assets into the trust.,委託者は信託に資産を移転した。,,verified,
585,TCP,revocable trust,撤回可能信託,A revocable trust can be changed by the grantor.,撤回可能信託は委託者が変更できる。,,verified,
586,TCP,irrevocable trust,撤回不能信託,An irrevocable trust generally cannot be amended.,撤回不能信託は原則として変更できない。,,verified,
587,TCP,simple trust,単純信託,A simple trust must distribute all its income.,単純信託はすべての収益を分配しなければならない。,,verified,
588,TCP,complex trust,複合信託,A complex trust may accumulate income.,複合信託は収益を留保できる。,,verified,
589,TCP,distributable net income,分配可能純利益(DNI),Distributable net income limits the distribution deduction.,DNIは分配控除の上限となる。,,verified,
590,TCP,qualified dividend,適格配当,Qualified dividends are taxed at capital gain rates.,適格配当は譲渡益と同じ税率で課税される。,,verified,
591,TCP,net investment income tax,純投資所得税,High earners may owe the net investment income tax.,高所得者には純投資所得税が課され得る。,,verified,
592,TCP,wash sale,ウォッシュ・セール(買戻しによる損失否認),The loss was disallowed under the wash sale rules.,その損失はウォッシュ・セール・ルールにより否認された。,,verified,
593,TCP,worthless securities,無価値化した有価証券,Worthless securities are treated as sold at year-end.,無価値化した有価証券は期末に売却されたものとして扱われる。,,verified,
594,TCP,home sale exclusion,自宅売却益の非課税特例,The home sale exclusion sheltered the gain.,自宅売却益の非課税特例により利得は課税されなかった。,,verified,
595,TCP,installment sale,割賦販売(税務),Gain is spread over the years in an installment sale.,割賦販売では利得が複数年に配分される。,,verified,
596,TCP,involuntary conversion,非自発的転換(収用等),Gain from an involuntary conversion may be deferred.,非自発的転換による利得は課税繰延べが可能である。,,verified,
597,TCP,Section 1231 property,1231条資産(事業用資産),Section 1231 property includes business real estate.,1231条資産には事業用不動産が含まれる。,,verified,
598,TCP,at-risk rules,リスク負担額ルール,The at-risk rules limit deductible losses.,リスク負担額ルールは控除できる損失を制限する。,,verified,
599,TCP,passive activity loss,受動的活動損失,Passive activity losses offset only passive income.,受動的活動損失は受動的所得としか相殺できない。,,verified,
600,TCP,material participation,実質的関与,Material participation makes the activity nonpassive.,実質的関与があれば活動は受動的でなくなる。,,verified,
601,TCP,partnership interest,パートナーシップ持分,The partner sold her partnership interest.,そのパートナーはパートナーシップ持分を売却した。,,verified,
602,TCP,guaranteed payments,(パートナーへの)保証支払,Guaranteed payments are made regardless of profits.,保証支払は損益にかかわらず行われる。,,verified,
603,TCP,basis adjustment,ベーシスの調整,Distributions require a basis adjustment.,分配があるとベーシスの調整が必要となる。,,verified,
604,TCP,health savings account (HSA),医療貯蓄口座(HSA),Contributions to an HSA are deductible.,HSAへの拠出は控除できる。,,verified,
605,TCP,529 plan,529プラン(教育資金積立制度),A 529 plan saves for education expenses.,529プランは教育費のための積立制度である。,,verified,
606,TCP,kiddie tax,未成年者投資所得課税(キディ・タックス),The kiddie tax applies to a child's investment income.,キディ・タックスは子どもの投資所得に適用される。,,verified,
607,TCP,foreign earned income exclusion,国外勤労所得の非課税措置,The expatriate claimed the foreign earned income exclusion.,その海外駐在員は国外勤労所得の非課税措置を適用した。,,verified,
608,TCP,tax year,課税年度,Most individuals use the calendar tax year.,ほとんどの個人は暦年を課税年度とする。,,verified,
609,TCP,accrual method (tax),(税務上の)発生主義,Large corporations must use the accrual method.,大法人は発生主義の使用が義務づけられる。,,verified,
610,TCP,cash method (tax),(税務上の)現金主義,Small businesses often use the cash method.,小規模事業者は現金主義を用いることが多い。,,verified,
611,FAR,current portion of long-term debt,1年内返済予定の長期負債,The current portion of long-term debt is reclassified each year.,1年内返済予定の長期負債は毎年振り替えられる。,,verified,
612,FAR,income tax payable,未払法人税等,Income tax payable is settled after year-end.,未払法人税等は期末後に納付される。,,verified,
613,FAR,dividends payable,未払配当金,Dividends payable arise when dividends are declared.,未払配当金は配当宣言時に生じる。,,verified,
614,FAR,accounting equation,会計等式,The accounting equation states that assets equal liabilities plus equity.,会計等式は資産が負債と資本の合計に等しいことを示す。,,verified,
615,FAR,posting,転記,Journal entries are posted to the ledger.,仕訳は元帳に転記される。,,verified,
616,FAR,worksheet,精算表,The worksheet organizes the adjusting process.,精算表は決算整理の過程を整理する。,,verified,
617,FAR,reversing entries,再振替仕訳,Reversing entries are made at the start of the period.,再振替仕訳は期首に行われる。,,verified,
618,FAR,permanent accounts,実在勘定,Permanent accounts carry balances into the next period.,実在勘定の残高は次期に繰り越される。,,verified,
619,FAR,temporary accounts,名目勘定,Temporary accounts are closed at year-end.,名目勘定は期末に締め切られる。,,verified,
620,FAR,normal balance,正常残高,The normal balance of an asset is a debit.,資産の正常残高は借方である。,,verified,
621,FAR,source documents,原始証憑,Source documents support each journal entry.,原始証憑は各仕訳を裏付ける。,,verified,
622,FAR,invoice,請求書(送り状),The invoice shows the amount due.,請求書は支払額を示す。,,verified,
623,FAR,purchase order,注文書,A purchase order was issued to the supplier.,仕入先に注文書が発行された。,,verified,
624,FAR,receiving report,検収報告書,The receiving report confirms the goods arrived.,検収報告書は商品の到着を確認する。,,verified,
625,FAR,credit memo,貸方票(値引・返品通知),A credit memo was issued for the returned goods.,返品に対して貸方票が発行された。,,verified,
626,FAR,NSF check,不渡小切手,The NSF check was returned by the bank.,不渡小切手が銀行から返却された。,,verified,
627,FAR,bank service charge,銀行手数料,Bank service charges appear on the statement.,銀行手数料は取引明細書に表示される。,,verified,
628,FAR,aging of receivables,売上債権の年齢分析,The aging of receivables estimates uncollectible amounts.,売上債権の年齢分析は回収不能額を見積もる。,,verified,
629,FAR,percentage of sales method,売上高比率法,Bad debts were estimated by the percentage of sales method.,貸倒れは売上高比率法で見積もられた。,,verified,
630,FAR,direct write-off method,直接償却法,The direct write-off method is not GAAP for material amounts.,直接償却法は金額が重要な場合はGAAPに反する。,,verified,
631,FAR,cash discount,現金割引,A cash discount encourages early payment.,現金割引は早期の支払を促す。,,verified,
632,FAR,trade discount,数量値引(取引割引),Trade discounts are deducted before recording sales.,取引割引は売上計上前に控除される。,,verified,
633,FAR,moving average method,移動平均法,The moving average method updates unit cost after each purchase.,移動平均法は仕入の都度単価を更新する。,,verified,
634,FAR,LIFO reserve,LIFO評価差額(LIFOリザーブ),The LIFO reserve reconciles LIFO and FIFO inventory.,LIFOリザーブはLIFOとFIFOの棚卸資産を調整する。,,verified,
635,FAR,LIFO liquidation,LIFO層の食い込み(LIFO清算),A LIFO liquidation released old low-cost layers.,LIFO清算により古い低原価の層が払い出された。,,verified,
636,FAR,purchase commitments,仕入契約(購入予約),Losses on purchase commitments are recognized when probable.,仕入契約の損失は発生の可能性が高い場合に認識される。,,verified,
637,FAR,capitalized interest,利息の資産化(資本化利息),Interest was capitalized during construction.,建設期間中の利息は資産化された。,,verified,
638,FAR,nonmonetary exchange,非貨幣性資産の交換,The trucks were traded in a nonmonetary exchange.,トラックは非貨幣性資産の交換で取引された。,,verified,
639,FAR,commercial substance,経済的実質,The exchange had commercial substance.,その交換取引には経済的実質があった。,,verified,
640,FAR,goodwill impairment,のれんの減損,A goodwill impairment loss was recognized.,のれんの減損損失が認識された。,,verified,
641,FAR,indefinite-lived intangible asset,耐用年数を確定できない無形資産,Indefinite-lived intangibles are tested annually for impairment.,耐用年数を確定できない無形資産は毎年減損テストを受ける。,,verified,
642,FAR,internally developed software,自社開発ソフトウェア,Certain costs of internally developed software are capitalized.,自社開発ソフトウェアの一定の原価は資産計上される。,,verified,
643,FAR,significant influence,重要な影響力,Significant influence is presumed at 20 percent ownership.,重要な影響力は20パーセントの持分で推定される。,,verified,
644,FAR,variable interest entity,変動持分事業体(VIE),The variable interest entity was consolidated.,その変動持分事業体は連結された。,,verified,
645,FAR,primary beneficiary,主たる受益者,The primary beneficiary consolidates the VIE.,主たる受益者はVIEを連結する。,,verified,
646,FAR,functional currency,機能通貨,The subsidiary's functional currency is the euro.,その子会社の機能通貨はユーロである。,,verified,
647,FAR,reporting currency,報告通貨,The reporting currency of the group is the dollar.,グループの報告通貨はドルである。,,verified,
648,FAR,remeasurement,(外貨の)再測定,Remeasurement gains are reported in net income.,再測定による利得は純利益に計上される。,,verified,
649,FAR,translation adjustment,為替換算調整額,The translation adjustment is reported in OCI.,為替換算調整額はその他の包括利益に計上される。,,verified,
650,FAR,forward contract,先渡契約,A forward contract fixes the future exchange rate.,先渡契約は将来の為替レートを固定する。,,verified,
651,FAR,futures contract,先物契約,Futures contracts are traded on exchanges.,先物契約は取引所で売買される。,,verified,
652,FAR,option contract,オプション契約,An option contract gives the right but not the obligation.,オプション契約は義務ではなく権利を与える。,,verified,
653,FAR,swap,スワップ,The company entered into an interest rate swap.,当社は金利スワップ契約を締結した。,,verified,
654,FAR,fair value hedge,公正価値ヘッジ,A fair value hedge offsets changes in asset values.,公正価値ヘッジは資産価値の変動を相殺する。,,verified,
655,FAR,cash flow hedge,キャッシュ・フロー・ヘッジ,Gains on a cash flow hedge are deferred in OCI.,キャッシュ・フロー・ヘッジの利得はOCIで繰り延べられる。,,verified,
656,FAR,notional amount,想定元本,The swap has a notional amount of one million dollars.,そのスワップの想定元本は100万ドルである。,,verified,
657,FAR,embedded derivative,組込デリバティブ,The contract contained an embedded derivative.,その契約には組込デリバティブが含まれていた。,,verified,
658,FAR,fair value hierarchy,公正価値ヒエラルキー,The fair value hierarchy has three levels.,公正価値ヒエラルキーは3つのレベルからなる。,,verified,
659,FAR,exit price,出口価格,Fair value is based on the exit price.,公正価値は出口価格に基づく。,,verified,
660,FAR,principal market,主要な市場,Fair value assumes a sale in the principal market.,公正価値は主要な市場での売却を想定する。,,verified,
661,FAR,highest and best use,最有効使用,Nonfinancial assets are valued at their highest and best use.,非金融資産は最有効使用を前提に評価される。,,verified,
662,FAR,operating segment,事業セグメント,Each operating segment has discrete financial information.,各事業セグメントは区分された財務情報を有する。,,verified,
663,FAR,reportable segment,報告セグメント,A reportable segment meets a quantitative threshold.,報告セグメントは量的基準を満たす。,,verified,
664,FAR,chief operating decision maker,最高経営意思決定者,Segments are based on the chief operating decision maker's view.,セグメントは最高経営意思決定者の視点に基づく。,,verified,
665,FAR,basic earnings per share,基本的1株当たり利益,Basic earnings per share ignores dilutive securities.,基本的1株当たり利益は希薄化証券を考慮しない。,,verified,
666,FAR,weighted-average shares outstanding,加重平均発行済株式数,EPS uses weighted-average shares outstanding.,1株当たり利益は加重平均発行済株式数を用いる。,,verified,
667,FAR,antidilutive,逆希薄化効果のある,Antidilutive securities are excluded from diluted EPS.,逆希薄化効果のある証券は希薄化後EPSから除外される。,,verified,
668,FAR,treasury stock method,自己株式方式,Options are included using the treasury stock method.,オプションは自己株式方式で計算に含められる。,,verified,
669,FAR,if-converted method,転換仮定方式,Convertible bonds are tested with the if-converted method.,転換社債は転換仮定方式で検討される。,,verified,
670,FAR,share-based payment,株式報酬,Share-based payment is measured at grant-date fair value.,株式報酬は付与日の公正価値で測定される。,,verified,
671,FAR,grant date,付与日,The options were valued at the grant date.,オプションは付与日に評価された。,,verified,
672,FAR,vesting period,権利確定期間,Compensation cost is recognized over the vesting period.,報酬費用は権利確定期間にわたり認識される。,,verified,
673,FAR,compensation expense,報酬費用,Compensation expense was recorded for the stock awards.,株式報酬について報酬費用が計上された。,,verified,
674,FAR,par value,額面価額,The stock has a par value of one dollar.,その株式の額面価額は1ドルである。,,verified,
675,FAR,appropriation of retained earnings,利益剰余金の処分,An appropriation of retained earnings restricts dividends.,利益剰余金の処分は配当を制限する。,,verified,
676,FAR,deficit,欠損金,Years of losses produced a deficit.,長年の損失により欠損金が生じた。,,verified,
677,FAR,property dividend,現物配当,The property dividend was recorded at fair value.,現物配当は公正価値で記録された。,,verified,
678,FAR,cumulative preferred stock,累積的優先株式,Dividends in arrears attach to cumulative preferred stock.,累積的優先株式には未払配当が累積する。,,verified,
679,FAR,book value per share,1株当たり純資産,Book value per share is equity divided by shares outstanding.,1株当たり純資産は資本を発行済株式数で割ったものである。,,verified,
680,FAR,projected benefit obligation,予測給付債務,The projected benefit obligation reflects future salary increases.,予測給付債務は将来の昇給を反映する。,,verified,
681,FAR,plan assets,年金資産,Plan assets are measured at fair value.,年金資産は公正価値で測定される。,,verified,
682,FAR,service cost,勤務費用,Service cost increases the pension obligation.,勤務費用は年金債務を増加させる。,,verified,
683,FAR,interest cost,利息費用,Interest cost accrues on the benefit obligation.,利息費用は給付債務に対して発生する。,,verified,
684,FAR,prior service cost,過去勤務費用,The plan amendment created prior service cost.,制度改訂により過去勤務費用が生じた。,,verified,
685,FAR,actuarial gains and losses,数理計算上の差異,Actuarial gains and losses arise from changed assumptions.,数理計算上の差異は前提条件の変更から生じる。,,verified,
686,FAR,funded status,(年金の)積立状況,The funded status is reported on the balance sheet.,積立状況は貸借対照表で報告される。,,verified,
687,FAR,postretirement benefits,退職後給付,Postretirement benefits include retiree health care.,退職後給付には退職者医療給付が含まれる。,,verified,
688,FAR,compensated absences,補償付休暇(有給休暇),A liability is accrued for compensated absences.,補償付休暇について負債が計上される。,,verified,
689,FAR,sales-type lease,販売型リース,The manufacturer recorded a sales-type lease.,メーカーは販売型リースを計上した。,,verified,
690,FAR,direct financing lease,直接金融リース,A direct financing lease earns interest income only.,直接金融リースでは利息収益のみが生じる。,,verified,
691,FAR,lessor,貸手,The lessor owns the leased asset.,貸手はリース資産を所有する。,,verified,
692,FAR,lessee,借手,The lessee recognizes a right-of-use asset.,借手は使用権資産を認識する。,,verified,
693,FAR,lease term,リース期間,The lease term includes renewal options likely to be exercised.,リース期間には行使が合理的に確実な更新オプションが含まれる。,,verified,
694,FAR,bargain purchase option,割安購入選択権,The bargain purchase option makes the lease a finance lease.,割安購入選択権があるとリースはファイナンス・リースとなる。,,verified,
695,FAR,residual value guarantee,残価保証,The lessee provided a residual value guarantee.,借手は残価保証を提供した。,,verified,
696,FAR,short-term lease,短期リース,Short-term leases may be expensed directly.,短期リースは直接費用処理できる。,,verified,
697,FAR,valuation allowance,(繰延税金資産の)評価性引当額,A valuation allowance reduces the deferred tax asset.,評価性引当額は繰延税金資産を減額する。,,verified,
698,FAR,intraperiod tax allocation,期間内税金配分,Intraperiod tax allocation assigns tax to income components.,期間内税金配分は税金を損益の各区分に配分する。,,verified,
699,FAR,income from continuing operations,継続事業からの利益,Income from continuing operations excludes discontinued items.,継続事業からの利益は非継続事業を除外する。,,verified,
700,FAR,multiple-step income statement,区分式損益計算書,The multiple-step income statement shows gross profit separately.,区分式損益計算書は売上総利益を区分表示する。,,verified,
701,FAR,single-step income statement,単一区分式損益計算書,The single-step income statement groups all revenues together.,単一区分式損益計算書はすべての収益を一括表示する。,,verified,
702,FAR,operating activities,営業活動,Cash from operating activities was positive.,営業活動によるキャッシュ・フローはプラスだった。,,verified,
703,FAR,investing activities,投資活動,Equipment purchases are investing activities.,設備の購入は投資活動である。,,verified,
704,FAR,financing activities,財務活動,Issuing bonds is a financing activity.,社債の発行は財務活動である。,,verified,
705,FAR,direct method,(キャッシュ・フローの)直接法,The direct method lists cash receipts and payments.,直接法は収入と支出を直接表示する。,,verified,
706,FAR,indirect method,(キャッシュ・フローの)間接法,The indirect method starts with net income.,間接法は純利益から出発する。,,verified,
707,FAR,noncash transactions,非資金取引,Noncash transactions are disclosed separately.,非資金取引は別途開示される。,,verified,
708,FAR,generally accepted accounting principles (GAAP),一般に公正妥当と認められる会計原則(GAAP),The statements were prepared in accordance with GAAP.,財務諸表はGAAPに準拠して作成された。,,verified,
709,FAR,amortized cost,償却原価,The bonds are carried at amortized cost.,その債券は償却原価で計上されている。,,verified,
710,FAR,accrued payroll,未払給与,Accrued payroll is recorded at period-end.,未払給与は期末に計上される。,,verified,
711,FAR,statement of retained earnings,利益剰余金計算書,The statement of retained earnings shows dividends declared.,利益剰余金計算書は宣言された配当を示す。,,verified,
